FID;id;nom_comm;insee_comm;superficie;population;insee_dep;nom_comm_1;nouvelles;EPCI;INSEE_ID
884;BDCSURCO0000000009596500;Pruillé-l'Eguillé;72248;2123;815;72; ; ;Communauté de communes Loir-Lucé-Bercé;72248
885;BDCSURCO0000000009595197;La Quinte;72249;886;801;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72249
886;BDCSURCO0000000009595827;Rahay;72250;1892;205;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72250
887;BDCSURCO0000000009593808;René;72251;1261;368;72; ; ;Communauté de communes Maine Saosnois;72251
888;BDCSURCO0000000009596855;Requeil;72252;1409;1213;72; ; ;Communauté de communes Sud Sarthe;72252
889;BDCSURCO0000000009596183;Roézé-sur-Sarthe;72253;2685;2639;72; ; ;Communauté de communes du Val de Sarthe;72253
890;BDCSURCO0000000009593811;Rouessé-Fontaine;72254;1252;278;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72254
891;BDCSURCO0000000009594900;Rouessé-Vassé;72255;3177;819;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72255
892;BDCSURCO0000000009594898;Rouez;72256;3358;779;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72256
893;BDCSURCO0000000009595496;Rouillon;72257;917;2353;72; ; ;Communauté Urbaine Le Mans Métropole;72257
894;BDCSURCO0000000009594182;Rouperroux-le-Coquet;72259;1213;307;72; ; ;Communauté de communes Maine Saosnois;72259
895;BDCSURCO0000000009595836;Ruaudin;72260;1388;3405;72; ; ;Communauté Urbaine Le Mans Métropole;72260
896;BDCSURCO0000000009595202;Ruillé-en-Champagne;72261;1501;344;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72261
897;BDCSURCO0000000009596495;Loir-en-Vallée;72262;6496;2197;72;Loir-en-Vallée;CN;Communauté de communes Loir-Lucé-Bercé;72262
898;BDCSURCO0000000009596520;Sablé-sur-Sarthe;72264;3694;12508;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72264
899;BDCSURCO0000000009594545;Saint-Aignan;72265;1519;271;72; ; ;Communauté de communes Maine Saosnois;72265
900;BDCSURCO0000000009594198;Saint-Aubin-de-Locquenay;72266;1752;685;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72266
901;BDCSURCO0000000009594536;Saint-Aubin-des-Coudrais;72267;1740;925;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72267
902;BDCSURCO0000000009596504;Saint-Biez-en-Belin;72268;931;721;72; ; ;Communauté de communes de l'Orée de Bercé Bélinois;72268
903;BDCSURCO0000000009596166;Saint-Calais;72269;2283;3314;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72269
904;BDCSURCO0000000009593802;Saint-Calez-en-Saosnois;72270;729;160;72; ; ;Communauté de communes Maine Saosnois;72270
905;BDCSURCO0000000009594880;Saint-Célerin;72271;1351;857;72; ; ;Communauté de communes Le Gesnois Bilurien;72271
906;BDCSURCO0000000009596168;Sainte-Cérotte;72272;1436;320;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72272
907;BDCSURCO0000000009594197;Saint-Christophe-du-Jambet;72273;1119;220;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72273
908;BDCSURCO0000000009595848;Saint-Christophe-en-Champagne;72274;769;197;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72274
909;BDCSURCO0000000009595186;Saint-Corneille;72275;1118;1351;72; ; ;Communauté de communes Le Gesnois Bilurien;72275
910;BDCSURCO0000000009594180;Saint-Cosme-en-Vairais;72276;3292;1994;72; ; ;Communauté de communes Maine Saosnois;72276
911;BDCSURCO0000000009594540;Saint-Denis-des-Coudrais;72277;714;126;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72277
912;BDCSURCO0000000009595512;Saint-Denis-d'Orques;72278;4721;814;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72278
913;BDCSURCO0000000009596498;Saint-Georges-de-la-Couée;72279;1179;155;72; ; ;Communauté de communes Loir-Lucé-Bercé;72279
914;BDCSURCO0000000009595838;Saint-Georges-du-Bois;72280;727;2022;72; ; ;Communauté Urbaine Le Mans Métropole;72280
915;BDCSURCO0000000009594538;Saint-Georges-du-Rosay;72281;1734;435;72; ; ;Communauté de communes Maine Saosnois;72281
916;BDCSURCO0000000009593823;Saint-Georges-le-Gaultier;72282;2335;521;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72282
917;BDCSURCO0000000009597839;Saint-Germain-d'Arcé;72283;2931;344;72; ; ;Communauté de communes Sud Sarthe;72283
918;BDCSURCO0000000009593817;Saint-Germain-sur-Sarthe;72284;1479;572;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72284
919;BDCSURCO0000000009596167;Saint-Gervais-de-Vic;72286;1616;398;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72286
920;BDCSURCO0000000009596178;Saint-Gervais-en-Belin;72287;953;2117;72; ; ;Communauté de communes de l'Orée de Bercé Bélinois;72287
921;BDCSURCO0000000009594890;Sainte-Jamme-sur-Sarthe;72289;860;2086;72; ; ;Communauté de communes Maine Coeur de Sarthe;72289
922;BDCSURCO0000000009594889;Saint-Jean-d'Assé;72290;2129;1684;72; ; ;Communauté de communes Maine Coeur de Sarthe;72290
923;BDCSURCO0000000009596858;Saint-Jean-de-la-Motte;72291;3241;909;72; ; ;Communauté de communes Sud Sarthe;72291
924;BDCSURCO0000000009594872;Saint-Jean-des-Echelles;72292;1059;255;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72292
925;BDCSURCO0000000009596187;Saint-Jean-du-Bois;72293;1464;634;72; ; ;Communauté de communes du Val de Sarthe;72293
926;BDCSURCO0000000009593402;Saint-Léonard-des-Bois;72294;2745;486;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72294
927;BDCSURCO0000000009593386;Saint-Longis;72295;1121;517;72; ; ;Communauté de communes Maine Saosnois;72295
928;BDCSURCO0000000009595172;Saint-Maixent;72296;2242;729;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72296
929;BDCSURCO0000000009594553;Saint-Marceau;72297;894;531;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72297
930;BDCSURCO0000000009595834;Saint-Mars-de-Locquenay;72298;2177;553;72; ; ;Communauté de communes Le Gesnois Bilurien;72298
931;BDCSURCO0000000009596501;Saint-Mars-d'Outillé;72299;3840;2367;72; ; ;Communauté de communes du Sud Est du Pays Manceau;72299
932;BDCSURCO0000000009595490;Saint-Mars-la-Brière;72300;3460;2626;72; ; ;Communauté de communes Le Gesnois Bilurien;72300
933;BDCSURCO0000000009594875;Saint-Martin-des-Monts;72302;573;182;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72302
934;BDCSURCO0000000009595484;Saint-Michel-de-Chavaignes;72303;1854;758;72; ; ;Communauté de communes Le Gesnois Bilurien;72303
935;BDCSURCO0000000009596496;Sainte-Osmane;72304;1197;183;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72304
936;BDCSURCO0000000009593818;Saint-Ouen-de-Mimbré;72305;1070;997;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72305
937;BDCSURCO0000000009596503;Saint-Ouen-en-Belin;72306;1527;1304;72; ; ;Communauté de communes de l'Orée de Bercé Bélinois;72306
938;BDCSURCO0000000009595850;Saint-Ouen-en-Champagne;72307;1124;220;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72307
939;BDCSURCO0000000009592991;Saint-Paterne-Le Chevain;72308;1293;2160;72;Saint-Paterne-Le Chevain;CN;Communauté Urbaine d'Alençon;72308
940;BDCSURCO0000000009593403;Saint-Paul-le-Gaultier;72309;1518;292;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72309
941;BDCSURCO0000000009595188;Saint-Pavace;72310;521;1928;72; ; ;Communauté de communes Maine Coeur de Sarthe;72310
942;BDCSURCO0000000009597527;Saint-Pierre-de-Chevillé;72311;1145;367;72; ; ;Communauté de communes Loir-Lucé-Bercé;72311
943;BDCSURCO0000000009595849;Saint-Pierre-des-Bois;72312;752;235;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72312
944;BDCSURCO0000000009593799;Saint-Pierre-des-Ormes;72313;1021;227;72; ; ;Communauté de communes Maine Saosnois;72313
945;BDCSURCO0000000009596849;Saint-Pierre-du-Lorouër;72314;1668;375;72; ; ;Communauté de communes Loir-Lucé-Bercé;72314
946;BDCSURCO0000000009594561;Saint-Rémy-de-Sillé;72315;1143;846;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72315
947;BDCSURCO0000000009593796;Saint-Rémy-des-Monts;72316;1026;681;72; ; ;Communauté de communes Maine Saosnois;72316
948;BDCSURCO0000000009593390;Saint-Rémy-du-Val;72317;1666;545;72; ; ;Communauté de communes Maine Saosnois;72317
949;BDCSURCO0000000009594893;Sainte-Sabine-sur-Longève;72319;1188;747;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72319
950;BDCSURCO0000000009595195;Saint-Saturnin;72320;971;2453;72; ; ;Communauté Urbaine Le Mans Métropole;72320
951;BDCSURCO0000000009595206;Saint-Symphorien;72321;2268;581;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72321
952;BDCSURCO0000000009594868;Saint-Ulphace;72322;1615;237;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72322
953;BDCSURCO0000000009593816;Saint-Victeur;72323;716;467;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72323
954;BDCSURCO0000000009593798;Saint-Vincent-des-Prés;72324;1056;519;72; ; ;Communauté de communes Maine Saosnois;72324
955;BDCSURCO0000000009596850;Saint-Vincent-du-Lorouër;72325;2694;880;72; ; ;Communauté de communes Loir-Lucé-Bercé;72325
956;BDCSURCO0000000009593801;Saosnes;72326;1140;220;72; ; ;Communauté de communes Maine Saosnois;72326
957;BDCSURCO0000000009597203;Sarcé;72327;1101;294;72; ; ;Communauté de communes Sud Sarthe;72327
958;BDCSURCO0000000009595494;Sargé-lès-le-Mans;72328;1397;3630;72; ; ;Communauté Urbaine Le Mans Métropole;72328
959;BDCSURCO0000000009595187;Savigné-l'Evêque;72329;2841;4028;72; ; ;Communauté de communes Le Gesnois Bilurien;72329
960;BDCSURCO0000000009597534;Savigné-sous-le-Lude;72330;3394;433;72; ; ;Communauté de communes Sud Sarthe;72330
961;BDCSURCO0000000009595178;Sceaux-sur-Huisne;72331;1172;573;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72331
962;BDCSURCO0000000009594199;Ségrie;72332;2218;617;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72332
963;BDCSURCO0000000009595482;Semur-en-Vallon;72333;1524;440;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72333
964;BDCSURCO0000000009594559;Sillé-le-Guillaume;72334;1299;2338;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72334
965;BDCSURCO0000000009594884;Sillé-le-Philippe;72335;1068;1094;72; ; ;Communauté de communes Le Gesnois Bilurien;72335
966;BDCSURCO0000000009596517;Solesmes;72336;1154;1229;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72336
967;BDCSURCO0000000009593821;Sougé-le-Ganelon;72337;1829;896;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72337
968;BDCSURCO0000000009594891;Souillé;72338;459;665;72; ; ;Communauté de communes Maine Coeur de Sarthe;72338
969;BDCSURCO0000000009595845;Souligné-Flacé;72339;1649;695;72; ; ;Communauté de communes du Val de Sarthe;72339
970;BDCSURCO0000000009594885;Souligné-sous-Ballon;72340;1273;1165;72; ; ;Communauté de communes Maine Coeur de Sarthe;72340
971;BDCSURCO0000000009595489;Soulitré;72341;1099;646;72; ; ;Communauté de communes Le Gesnois Bilurien;72341
972;BDCSURCO0000000009594530;Souvigné-sur-Même;72342;650;182;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72342
973;BDCSURCO0000000009596522;Souvigné-sur-Sarthe;72343;1724;623;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72343
974;BDCSURCO0000000009595840;Spay;72344;1413;2908;72; ; ;Communauté de communes du Val de Sarthe;72344
975;BDCSURCO0000000009595488;Surfonds;72345;490;345;72; ; ;Communauté de communes Le Gesnois Bilurien;72345
976;BDCSURCO0000000009596186;La Suze-sur-Sarthe;72346;2148;4465;72; ; ;Communauté de communes du Val de Sarthe;72346
977;BDCSURCO0000000009596191;Tassé;72347;1076;325;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72347
978;BDCSURCO0000000009595506;Tassillé;72348;655;144;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72348
979;BDCSURCO0000000009594552;Teillé;72349;1163;507;72; ; ;Communauté de communes Maine Coeur de Sarthe;72349
980;BDCSURCO0000000009596177;Teloché;72350;2283;3027;72; ; ;Communauté de communes de l'Orée de Bercé Bélinois;72350
981;BDCSURCO0000000009594899;Tennie;72351;3318;1131;72; ; ;Communauté de communes de la Champagne Conlinoise et du Pays de Sillé;72351
982;BDCSURCO0000000009594541;Terrehault;72352;584;133;72; ; ;Communauté de communes Maine Saosnois;72352
983;BDCSURCO0000000009594528;Théligny;72353;1450;222;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72353
984;BDCSURCO0000000009593809;Thoigné;72354;732;163;72; ; ;Communauté de communes Maine Saosnois;72354
985;BDCSURCO0000000009593806;Thoiré-sous-Contensor;72355;605;88;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72355
986;BDCSURCO0000000009596852;Thoiré-sur-Dinan;72356;1775;467;72; ; ;Communauté de communes Loir-Lucé-Bercé;72356
987;BDCSURCO0000000009597535;Thorée-les-Pins;72357;2812;722;72; ; ;Communauté de communes du Pays Fléchois;72357
988;BDCSURCO0000000009595485;Thorigné-sur-Dué;72358;1931;1602;72; ; ;Communauté de communes Le Gesnois Bilurien;72358
989;BDCSURCO0000000009594881;Torcé-en-Vallée;72359;1701;1367;72; ; ;Communauté de communes Le Gesnois Bilurien;72359
990;BDCSURCO0000000009595495;Trangé;72360;1124;1353;72; ; ;Communauté Urbaine Le Mans Métropole;72360
991;BDCSURCO0000000009596171;Tresson;72361;2951;454;72; ; ;Communauté de communes Le Gesnois Bilurien;72361
992;BDCSURCO0000000009594556;Le Tronchet;72362;389;149;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72362
993;BDCSURCO0000000009594879;Tuffé Val de la Chéronne;72363;2938;1709;72;Tuffé Val de la Chéronne;CN;Communauté de communes du Pays de l'Huisne Sarthoise;72363
994;BDCSURCO0000000009597532;Vaas;72364;3038;1529;72; ; ;Communauté de communes Sud Sarthe;72364
995;BDCSURCO0000000009595479;Valennes;72366;2672;317;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72366
996;BDCSURCO0000000009595847;Vallon-sur-Gée;72367;1729;795;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72367
997;BDCSURCO0000000009596494;Vancé;72368;1260;330;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72368
998;BDCSURCO0000000009597201;Verneil-le-Chétif;72369;1480;622;72; ; ;Communauté de communes Sud Sarthe;72369
999;BDCSURCO0000000009594555;Vernie;72370;994;350;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72370
1000;BDCSURCO0000000009593387;Vezot;72372;636;69;72; ; ;Communauté de communes Maine Saosnois;72372
1001;BDCSURCO0000000009595481;Vibraye;72373;4378;2590;72; ; ;Communauté de communes des Vallées de la Braye et de l'Anille;72373
1002;BDCSURCO0000000009593385;Villaines-la-Carelle;72374;1479;162;72; ; ;Communauté de communes Maine Saosnois;72374
1003;BDCSURCO0000000009594877;Villaines-la-Gonais;72375;1040;550;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72375
1004;BDCSURCO0000000009596172;Villaines-sous-Lucé;72376;2552;684;72; ; ;Communauté de communes Loir-Lucé-Bercé;72376
1005;BDCSURCO0000000009596861;Villaines-sous-Malicorne;72377;1945;1033;72; ; ;Communauté de communes du Pays Fléchois;72377
1006;BDCSURCO0000000009596518;Vion;72378;2025;1452;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72378
1007;BDCSURCO0000000009595513;Viré-en-Champagne;72379;1129;221;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72379
1008;BDCSURCO0000000009594193;Vivoin;72380;1834;937;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72380
1009;BDCSURCO0000000009595843;Voivres-lès-le-Mans;72381;1158;1345;72; ; ;Communauté de communes du Val de Sarthe;72381
1010;BDCSURCO0000000009595833;Volnay;72382;1981;893;72; ; ;Communauté de communes Le Gesnois Bilurien;72382
1011;BDCSURCO0000000009595175;Vouvray-sur-Huisne;72383;336;123;72; ; ;Communauté de communes du Pays de l'Huisne Sarthoise;72383
1012;BDCSURCO0000000009596506;Yvré-le-Pôlin;72385;2188;1771;72; ; ;Communauté de communes Sud Sarthe;72385
1013;BDCSURCO0000000009595493;Yvré-l'Evêque;72386;2770;4256;72; ; ;Communauté Urbaine Le Mans Métropole;72386
1014;BDCSURCO0000000009603174;L'Aiguillon-sur-Mer;85001;1017;2145;85; ; ;Communauté de communes du Sud Vendée Littoral;85001
1015;BDCSURCO0000000009601703;L'Aiguillon-sur-Vie;85002;2319;1894;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85002
1016;BDCSURCO0000000009601499;Aizenay;85003;8199;8977;85; ; ;Communauté de communes de Vie et Boulogne;85003
1017;BDCSURCO0000000009602735;Angles;85004;3342;2728;85; ; ;Communauté de communes du Montierrois Talmondais;85004
1018;BDCSURCO0000000009602083;Antigny;85005;2238;1056;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85005
1019;BDCSURCO0000000009601500;Apremont;85006;3015;1771;85; ; ;Communauté de communes de Vie et Boulogne;85006
1020;BDCSURCO0000000009601897;Aubigny-Les Clouzeaux;85008;5250;6191;85;Aubigny-Les Clouzeaux;CN;La Roche sur Yon Agglomération;85008
1021;BDCSURCO0000000009602496;Auchay-sur-Vendée;85009;2121;1108;85;Auchay-sur-Vendée;CN;Communauté de communes du Pays de Fontenay Vendée;85009
1022;BDCSURCO0000000009602301;Avrillé;85010;2555;1340;85; ; ;Communauté de communes du Montierrois Talmondais;85010
1023;BDCSURCO0000000009600640;Barbâtre;85011;1265;1807;85; ; ;Communauté de communes de l'Ile de Noirmoutier;85011
1024;BDCSURCO0000000009600857;La Barre-de-Monts;85012;2729;2184;85; ; ;Communauté de communes Océan Marais de Monts;85012
1025;BDCSURCO0000000009600843;Bazoges-en-Paillers;85013;1158;1319;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85013
1026;BDCSURCO0000000009601886;Bazoges-en-Pareds;85014;3389;1176;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85014
1027;BDCSURCO0000000009601065;Beaufou;85015;2798;1433;85; ; ;Communauté de communes de Vie et Boulogne;85015
1028;BDCSURCO0000000009601697;Beaulieu-sous-la-Roche;85016;2577;2142;85; ; ;Communauté de communes Pays des Achards;85016
1029;BDCSURCO0000000009600841;Beaurepaire;85017;2450;2301;85; ; ;Communauté de communes du Pays des Herbiers;85017
1030;BDCSURCO0000000009600856;Beauvoir-sur-Mer;85018;3510;3946;85; ; ;Challans Gois Communauté;85018
1031;BDCSURCO0000000009601279;Bellevigny;85019;3898;5833;85;Bellevigny;CN;Communauté de communes de Vie et Boulogne;85019
1032;BDCSURCO0000000009602949;Benet;85020;5030;3982;85; ; ;Communauté de communes Vendée Sèvre Autise;85020
1033;BDCSURCO0000000009600390;La Bernardière;85021;1480;1777;85; ; ;Communauté de communes Montaigu-Rocheservière;85021
1034;BDCSURCO0000000009602511;Le Bernard;85022;2755;1221;85; ; ;Communauté de communes du Montierrois Talmondais;85022
1035;BDCSURCO0000000009602098;Bessay;85023;1077;432;85; ; ;Communauté de communes du Sud Vendée Littoral;85023
1036;BDCSURCO0000000009600638;Bois-de-Céné;85024;4271;1932;85; ; ;Challans Gois Communauté;85024
1037;BDCSURCO0000000009600842;La Boissière-de-Montaigu;85025;2922;2279;85; ; ;Communauté de communes Montaigu-Rocheservière;85025
1038;BDCSURCO0000000009602104;La Boissière-des-Landes;85026;2383;1347;85; ; ;Communauté de communes du Montierrois Talmondais;85026
1039;BDCSURCO0000000009600630;Boufféré;85027;1654;3202;85; ; ;Communauté de communes Montaigu-Rocheservière;85027
1040;BDCSURCO0000000009602722;Bouillé-Courdault;85028;976;547;85; ; ;Communauté de communes Vendée Sèvre Autise;85028
1041;BDCSURCO0000000009600639;Bouin;85029;5225;2156;85; ; ;Challans Gois Communauté;85029
1042;BDCSURCO0000000009601484;Le Boupère;85031;4366;3089;85; ; ;Communauté de communes du Pays de Pouzauges;85031
1043;BDCSURCO0000000009602087;Bourneau;85033;1634;737;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85033
1044;BDCSURCO0000000009601890;Bournezeau;85034;6108;3284;85; ; ;Communauté de communes du Pays de Chantonnay;85034
1045;BDCSURCO0000000009601904;Bretignolles-sur-Mer;85035;2733;4419;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85035
1046;BDCSURCO0000000009602295;La Bretonnière-la-Claye;85036;1645;597;85; ; ;Communauté de communes du Sud Vendée Littoral;85036
1047;BDCSURCO0000000009601876;Breuil-Barret;85037;1492;655;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85037
1048;BDCSURCO0000000009601062;Les Brouzils;85038;4167;2738;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85038
1049;BDCSURCO0000000009600625;La Bruffière;85039;4066;3873;85; ; ;Communauté de communes Montaigu-Rocheservière;85039
1050;BDCSURCO0000000009601885;La Caillère-Saint-Hilaire;85040;1543;1110;85; ; ;Communauté de communes du Sud Vendée Littoral;85040
1051;BDCSURCO0000000009602085;Cezais;85041;1224;302;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85041
1052;BDCSURCO0000000009602732;Chaillé-les-Marais;85042;4011;1918;85; ; ;Communauté de communes du Sud Vendée Littoral;85042
1053;BDCSURCO0000000009601704;La Chaize-Giraud;85045;278;1045;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85045
1054;BDCSURCO0000000009601893;La Chaize-le-Vicomte;85046;4974;3655;85; ; ;La Roche sur Yon Agglomération;85046
1055;BDCSURCO0000000009601071;Challans;85047;6547;19668;85; ; ;Challans Gois Communauté;85047
1056;BDCSURCO0000000009600839;Chambretaud;85048;1622;1554;85; ; ;Communauté de communes du Pays de Mortagne;85048
1057;BDCSURCO0000000009602961;Champagné-les-Marais;85049;4982;1758;85; ; ;Communauté de communes du Sud Vendée Littoral;85049
1058;BDCSURCO0000000009602297;Le Champ-Saint-Père;85050;2475;1842;85; ; ;Communauté de communes du Montierrois Talmondais;85050
1059;BDCSURCO0000000009601888;Chantonnay;85051;8386;8275;85; ; ;Communauté de communes du Pays de Chantonnay;85051
1060;BDCSURCO0000000009601877;La Chapelle-aux-Lys;85053;1068;252;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85053
1061;BDCSURCO0000000009601701;La Chapelle-Hermier;85054;1814;931;85; ; ;Communauté de communes Pays des Achards;85054
1062;BDCSURCO0000000009601280;La Chapelle-Palluau;85055;1295;936;85; ; ;Communauté de communes de Vie et Boulogne;85055
1063;BDCSURCO0000000009602093;La Chapelle-Thémer;85056;1516;377;85; ; ;Communauté de communes du Sud Vendée Littoral;85056
1064;BDCSURCO0000000009602505;Chasnais;85058;1086;711;85; ; ;Communauté de communes du Sud Vendée Littoral;85058
1065;BDCSURCO0000000009601879;La Châtaigneraie;85059;796;2549;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85059
1066;BDCSURCO0000000009602304;Château-d'Olonne;85060;3130;13841;85; ; ;Les Sables d’Olonnes Agglomération;85060
1067;BDCSURCO0000000009602099;Château-Guibert;85061;3519;1548;85; ; ;Communauté de communes du Sud Vendée Littoral;85061
1068;BDCSURCO0000000009600854;Châteauneuf;85062;1603;993;85; ; ;Challans Gois Communauté;85062
1069;BDCSURCO0000000009601276;Chauché;85064;4189;2465;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85064
1070;BDCSURCO0000000009601060;Chavagnes-en-Paillers;85065;4038;3518;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85065
1071;BDCSURCO0000000009601483;Chavagnes-les-Redoux;85066;1358;811;85; ; ;Communauté de communes du Pays de Pouzauges;85066
1072;BDCSURCO0000000009601690;Cheffois;85067;1881;985;85; ; ;Communauté de communes du Pays de la Châtaigneraie;85067
1073;BDCSURCO0000000009601501;Coëx;85070;3983;3130;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85070
1074;BDCSURCO0000000009601284;Commequiers;85071;4063;3322;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85071
1075;BDCSURCO0000000009601063;La Copechagnière;85072;990;965;85; ; ;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85072
1076;BDCSURCO0000000009602292;Corpe;85073;1708;1045;85; ; ;Communauté de communes du Sud Vendée Littoral;85073
1077;BDCSURCO0000000009602294;La Couture;85074;723;216;85; ; ;Communauté de communes du Sud Vendée Littoral;85074
1078;BDCSURCO0000000009600138;Cugand;85076;1376;3386;85; ; ;Communauté de communes Montaigu-Rocheservière;85076
1079;BDCSURCO0000000009602507;Curzon;85077;593;484;85; ; ;Communauté de communes du Montierrois Talmondais;85077
1080;BDCSURCO0000000009602954;Damvix;85078;1151;758;85; ; ;Communauté de communes Vendée Sèvre Autise;85078
1081;BDCSURCO0000000009602726;Doix lès Fontaines;85080;2404;1719;85;Doix lès Fontaines;CN;Communauté de communes du Pays de Fontenay Vendée;85080
1082;BDCSURCO0000000009601495;Dompierre-sur-Yon;85081;3393;4185;85; ; ;La Roche sur Yon Agglomération;85081
1083;BDCSURCO0000000009601054;Les Epesses;85082;3156;2772;85; ; ;Communauté de communes du Pays des Herbiers;85082
1084;BDCSURCO0000000009600402;L'Epine;85083;869;1650;85; ; ;Communauté de communes de l'Ile de Noirmoutier;85083
1085;BDCSURCO0000000009601491;Essarts en Bocage;85084;10060;8607;85;Essarts en Bocage;CN;Communauté de communes du Pays de Saint-Fulgent – Les Essarts;85084
1086;BDCSURCO0000000009601069;Falleron;85086;2906;1535;85; ; ;Communauté de communes de Vie et Boulogne;85086
1087;BDCSURCO0000000009602278;Faymoreau;85087;1097;219;85; ; ;Communauté de communes Vendée Sèvre Autise;85087
1088;BDCSURCO0000000009601506;Le Fenouiller;85088;1783;4476;85; ; ;Communauté de communes du Pays de Saint Gilles Croix de Vie;85088
1089;BDCSURCO0000000009601494;La Ferrière;85089;4696;5084;85; ; ;La Roche sur Yon Agglomération;85089
1090;BDCSURCO0000000009601270;Sèvremont;85090;8903;6433;85;Sèvremont;CN;Communauté de communes du Pays de Pouzauges;85090
1091;BDCSURCO0000000009602491;Fontenay-le-Comte;85092;3416;13609;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85092
1092;BDCSURCO0000000009601695;Fougeré;85093;2723;1179;85; ; ;La Roche sur Yon Agglomération;85093
1093;BDCSURCO0000000009602280;Foussais-Payré;85094;3458;1121;85; ; ;Communauté de communes du Pays de Fontenay Vendée;85094
1094;BDCSURCO0000000009601070;Froidfond;85095;2182;1742;85; ; ;Challans Gois Communauté;85095
1095;BDCSURCO0000000009600852;La Garnache;85096;6052;4761;85; ; ;Challans Gois Communauté;85096
