FID;id;nom_comm;insee_comm;superficie;population;insee_dep;nom_comm_1;nouvelles;EPCI;INSEE_ID
430;BDCSURCO0000000009596523;Bouère;53036;4308;1078;53; ; ;Communauté de communes du Pays de Meslay-Grez;53036
431;BDCSURCO0000000009596195;Bouessay;53037;936;760;53; ; ;Communauté de communes de Sablé-sur-Sarthe;53037
432;BDCSURCO0000000009593000;Boulay-les-Ifs;53038;896;171;53; ; ;Communauté de communes du Mont des  Avaloirs;53038
433;BDCSURCO0000000009594582;Le Bourgneuf-la-Forêt;53039;2891;1781;53; ; ;Communauté de communes du Pays de Loiron;53039
434;BDCSURCO0000000009594585;Bourgon;53040;2139;644;53; ; ;Communauté de communes du Pays de Loiron;53040
435;BDCSURCO0000000009595878;Brains-sur-les-Marches;53041;779;260;53; ; ;Communauté de communes du Pays de Craon;53041
436;BDCSURCO0000000009593017;Brecé;53042;3528;823;53; ; ;Communauté de communes du Bocage Mayennais;53042
437;BDCSURCO0000000009594570;Brée;53043;1659;541;53; ; ;Communauté de communes des Coëvrons;53043
438;BDCSURCO0000000009594921;La Brûlatte;53045;1555;700;53; ; ;Communauté de communes du Pays de Loiron;53045
439;BDCSURCO0000000009595862;Le Buret;53046;1287;308;53; ; ;Communauté de communes du Pays de Meslay-Grez;53046
440;BDCSURCO0000000009593022;Carelles;53047;1308;261;53; ; ;Communauté de communes du Bocage Mayennais;53047
441;BDCSURCO0000000009594218;Chailland;53048;3573;1249;53; ; ;Communauté de communes de l'Ernée;53048
442;BDCSURCO0000000009594574;Châlons-du-Maine;53049;985;709;53; ; ;Laval Agglomération;53049
443;BDCSURCO0000000009593410;Champéon;53051;2099;575;53; ; ;Mayenne Communauté;53051
444;BDCSURCO0000000009592999;Champfrémont;53052;1304;307;53; ; ;Communauté de communes du Mont des  Avaloirs;53052
445;BDCSURCO0000000009593830;Champgenéteux;53053;2518;532;53; ; ;Communauté de communes des Coëvrons;53053
446;BDCSURCO0000000009594915;Changé;53054;3571;5579;53; ; ;Laval Agglomération;53054
447;BDCSURCO0000000009593011;Chantrigné;53055;1864;605;53; ; ;Communauté de communes du Bocage Mayennais;53055
448;BDCSURCO0000000009594912;La Chapelle-Anthenaise;53056;2027;957;53; ; ;Laval Agglomération;53056
449;BDCSURCO0000000009593829;La Chapelle-au-Riboul;53057;1312;509;53; ; ;Mayenne Communauté;53057
450;BDCSURCO0000000009595872;La Chapelle-Craonnaise;53058;1041;335;53; ; ;Communauté de communes du Pays de Craon;53058
451;BDCSURCO0000000009594911;La Chapelle-Rainsouin;53059;1828;420;53; ; ;Communauté de communes des Coëvrons;53059
452;BDCSURCO0000000009593008;Charchigné;53061;1486;512;53; ; ;Mayenne Communauté;53061
453;BDCSURCO0000000009596530;Château-Gontier;53062;2794;11528;53; ; ;Communauté de communes du Pays de Château-Gontier;53062
454;BDCSURCO0000000009596526;Châtelain;53063;1399;499;53; ; ;Communauté de communes du Pays de Château-Gontier;53063
455;BDCSURCO0000000009593415;Châtillon-sur-Colmont;53064;3999;1040;53; ; ;Communauté de communes du Bocage Mayennais;53064
456;BDCSURCO0000000009594904;Châtres-la-Forêt;53065;1383;789;53; ; ;Communauté de communes des Coëvrons;53065
457;BDCSURCO0000000009596875;Chemazé;53066;3857;1369;53; ; ;Communauté de communes du Pays de Château-Gontier;53066
458;BDCSURCO0000000009595517;Chémeré-le-Roi;53067;1534;422;53; ; ;Communauté de communes du Pays de Meslay-Grez;53067
459;BDCSURCO0000000009596535;Chérancé;53068;877;162;53; ; ;Communauté de communes du Pays de Craon;53068
460;BDCSURCO0000000009593007;Chevaigné-du-Maine;53069;1326;181;53; ; ;Communauté de communes du Mont des  Avaloirs;53069
461;BDCSURCO0000000009593019;Colombiers-du-Plessis;53071;2150;465;53; ; ;Communauté de communes du Bocage Mayennais;53071
462;BDCSURCO0000000009594212;Commer;53072;2314;1227;53; ; ;Mayenne Communauté;53072
463;BDCSURCO0000000009596541;Congrier;53073;2452;922;53; ; ;Communauté de communes du Pays de Craon;53073
464;BDCSURCO0000000009594213;Contest;53074;2331;880;53; ; ;Mayenne Communauté;53074
465;BDCSURCO0000000009595871;Cosmes;53075;1386;294;53; ; ;Communauté de communes du Pays de Craon;53075
466;BDCSURCO0000000009595854;Cossé-en-Champagne;53076;2121;329;53; ; ;Communauté de communes du Pays de Meslay-Grez;53076
467;BDCSURCO0000000009595873;Cossé-le-Vivien;53077;4496;3032;53; ; ;Communauté de communes du Pays de Craon;53077
468;BDCSURCO0000000009596528;Coudray;53078;1093;890;53; ; ;Communauté de communes du Pays de Château-Gontier;53078
469;BDCSURCO0000000009592590;Couesmes-Vaucé;53079;1909;386;53; ; ;Communauté de communes du Bocage Mayennais;53079
470;BDCSURCO0000000009592575;Couptrain;53080;68;119;53; ; ;Communauté de communes du Mont des  Avaloirs;53080
471;BDCSURCO0000000009595529;Courbeveille;53082;1863;644;53; ; ;Communauté de communes du Pays de Craon;53082
472;BDCSURCO0000000009593827;Courcité;53083;3066;900;53; ; ;Communauté de communes du Mont des  Avaloirs;53083
473;BDCSURCO0000000009596210;Craon;53084;2430;4506;53; ; ;Communauté de communes du Pays de Craon;53084
474;BDCSURCO0000000009593006;Crennes-sur-Fraubée;53085;1275;196;53; ; ;Communauté de communes du Mont des  Avaloirs;53085
475;BDCSURCO0000000009594222;La Croixille;53086;2015;691;53; ; ;Communauté de communes de l'Ernée;53086
476;BDCSURCO0000000009595857;La Cropte;53087;1419;226;53; ; ;Communauté de communes du Pays de Meslay-Grez;53087
477;BDCSURCO0000000009595536;Cuillé;53088;2176;908;53; ; ;Communauté de communes du Pays de Craon;53088
478;BDCSURCO0000000009596872;Daon;53089;1828;465;53; ; ;Communauté de communes du Pays de Château-Gontier;53089
479;BDCSURCO0000000009596206;Denazé;53090;921;149;53; ; ;Communauté de communes du Pays de Craon;53090
480;BDCSURCO0000000009592596;Désertines;53091;2601;521;53; ; ;Communauté de communes du Bocage Mayennais;53091
481;BDCSURCO0000000009594568;Deux-Evailles;53092;1199;204;53; ; ;Communauté de communes des Coëvrons;53092
482;BDCSURCO0000000009592599;La Dorée;53093;1801;300;53; ; ;Communauté de communes du Bocage Mayennais;53093
483;BDCSURCO0000000009595524;Entrammes;53094;2681;2237;53; ; ;Laval Agglomération;53094
484;BDCSURCO0000000009593841;Ernée;53096;3645;5783;53; ; ;Communauté de communes de l'Ernée;53096
485;BDCSURCO0000000009594903;Evron;53097;3592;7127;53; ; ;Communauté de communes des Coëvrons;53097
486;BDCSURCO0000000009595877;Fontaine-Couverte;53098;2170;426;53; ; ;Communauté de communes du Pays de Craon;53098
487;BDCSURCO0000000009595217;Forcé;53099;501;1003;53; ; ;Laval Agglomération;53099
488;BDCSURCO0000000009592597;Fougerolles-du-Plessis;53100;3381;1266;53; ; ;Communauté de communes du Bocage Mayennais;53100
489;BDCSURCO0000000009596201;Fromentières;53101;2226;838;53; ; ;Communauté de communes du Pays de Château-Gontier;53101
490;BDCSURCO0000000009595875;Gastines;53102;896;155;53; ; ;Communauté de communes du Pays de Craon;53102
491;BDCSURCO0000000009594917;Le Genest-Saint-Isle;53103;1878;2129;53; ; ;Communauté de communes du Pays de Loiron;53103
492;BDCSURCO0000000009596525;Gennes-sur-Glaize;53104;2629;980;53; ; ;Communauté de communes du Pays de Château-Gontier;53104
493;BDCSURCO0000000009594572;Gesnes;53105;1121;232;53; ; ;Communauté de communes des Coëvrons;53105
494;BDCSURCO0000000009593404;Gesvres;53106;2167;537;53; ; ;Communauté de communes du Mont des  Avaloirs;53106
495;BDCSURCO0000000009593018;Gorron;53107;1486;2665;53; ; ;Communauté de communes du Bocage Mayennais;53107
496;BDCSURCO0000000009594920;La Gravelle;53108;620;520;53; ; ;Communauté de communes du Pays de Loiron;53108
497;BDCSURCO0000000009593832;Grazay;53109;1683;639;53; ; ;Mayenne Communauté;53109
498;BDCSURCO0000000009596198;Grez-en-Bouère;53110;2761;1004;53; ; ;Communauté de communes du Pays de Meslay-Grez;53110
499;BDCSURCO0000000009593411;La Haie-Traversaine;53111;1177;495;53; ; ;Mayenne Communauté;53111
500;BDCSURCO0000000009593406;Le Ham;53112;2499;412;53; ; ;Communauté de communes du Mont des  Avaloirs;53112
501;BDCSURCO0000000009594208;Hambers;53113;2619;627;53; ; ;Communauté de communes des Coëvrons;53113
502;BDCSURCO0000000009593409;Hardanges;53114;1850;198;53; ; ;Mayenne Communauté;53114
503;BDCSURCO0000000009592594;Hercé;53115;1027;315;53; ; ;Communauté de communes du Bocage Mayennais;53115
504;BDCSURCO0000000009593009;Le Horps;53116;2319;762;53; ; ;Mayenne Communauté;53116
505;BDCSURCO0000000009595867;Houssay;53117;1410;475;53; ; ;Communauté de communes du Pays de Château-Gontier;53117
506;BDCSURCO0000000009592585;Le Housseau-Brétignolles;53118;937;263;53; ; ;Mayenne Communauté;53118
507;BDCSURCO0000000009595523;L'Huisserie;53119;1513;4190;53; ; ;Laval Agglomération;53119
508;BDCSURCO0000000009594206;Izé;53120;2843;473;53; ; ;Communauté de communes des Coëvrons;53120
509;BDCSURCO0000000009593004;Javron-les-Chapelles;53121;3854;1402;53; ; ;Communauté de communes du Mont des  Avaloirs;53121
510;BDCSURCO0000000009594209;Jublains;53122;3649;716;53; ; ;Mayenne Communauté;53122
511;BDCSURCO0000000009594220;Juvigné;53123;6257;1476;53; ; ;Communauté de communes de l'Ernée;53123
512;BDCSURCO0000000009596207;Laigné;53124;2154;849;53; ; ;Communauté de communes du Pays de Château-Gontier;53124
513;BDCSURCO0000000009592598;Landivy;53125;2907;1155;53; ; ;Communauté de communes du Bocage Mayennais;53125
514;BDCSURCO0000000009593417;Larchamp;53126;4127;1075;53; ; ;Communauté de communes de l'Ernée;53126
515;BDCSURCO0000000009593010;Lassay-les-Châteaux;53127;5834;2370;53; ; ;Mayenne Communauté;53127
516;BDCSURCO0000000009595534;Laubrières;53128;847;337;53; ; ;Communauté de communes du Pays de Craon;53128
517;BDCSURCO0000000009594583;Launay-Villiers;53129;944;395;53; ; ;Communauté de communes du Pays de Loiron;53129
518;BDCSURCO0000000009595218;Laval;53130;3429;50073;53; ; ;Laval Agglomération;53130
519;BDCSURCO0000000009592592;Lesbois;53131;601;194;53; ; ;Communauté de communes du Bocage Mayennais;53131
520;BDCSURCO0000000009593020;Levaré;53132;1176;332;53; ; ;Communauté de communes du Bocage Mayennais;53132
521;BDCSURCO0000000009592099;Lignières-Orgères;53133;4116;779;53; ; ;Communauté de communes du Mont des  Avaloirs;53133
522;BDCSURCO0000000009594908;Livet;53134;1127;147;53; ; ;Communauté de communes des Coëvrons;53134
523;BDCSURCO0000000009596209;Livré-la-Touche;53135;3004;753;53; ; ;Communauté de communes du Pays de Craon;53135
524;BDCSURCO0000000009596202;Loigné-sur-Mayenne;53136;2040;904;53; ; ;Communauté de communes du Pays de Château-Gontier;53136
525;BDCSURCO0000000009595220;Loiron-Ruillé;53137;4001;2529;53;Loiron-Ruillé;CN;Communauté de communes du Pays de Loiron;53137
526;BDCSURCO0000000009596199;Longuefuye;53138;1456;337;53; ; ;Communauté de communes du Pays de Château-Gontier;53138
527;BDCSURCO0000000009593408;Loupfougères;53139;1857;396;53; ; ;Communauté de communes du Mont des  Avaloirs;53139
528;BDCSURCO0000000009594914;Louverné;53140;2077;4099;53; ; ;Laval Agglomération;53140
529;BDCSURCO0000000009595215;Louvigné;53141;1267;1108;53; ; ;Laval Agglomération;53141
530;BDCSURCO0000000009592579;Madré;53142;1764;343;53; ; ;Communauté de communes du Mont des  Avaloirs;53142
531;BDCSURCO0000000009595522;Maisoncelles-du-Maine;53143;1585;532;53; ; ;Communauté de communes du Pays de Meslay-Grez;53143
532;BDCSURCO0000000009593831;Marcillé-la-Ville;53144;2722;811;53; ; ;Mayenne Communauté;53144
533;BDCSURCO0000000009596205;Marigné-Peuton;53145;1654;550;53; ; ;Communauté de communes du Pays de Château-Gontier;53145
534;BDCSURCO0000000009594573;Martigné-sur-Mayenne;53146;3173;1765;53; ; ;Mayenne Communauté;53146
535;BDCSURCO0000000009593835;Mayenne;53147;2021;13139;53; ; ;Mayenne Communauté;53147
536;BDCSURCO0000000009596534;Mée;53148;870;211;53; ; ;Communauté de communes du Pays de Craon;53148
537;BDCSURCO0000000009596873;Ménil;53150;2842;987;53; ; ;Communauté de communes du Pays de Château-Gontier;53150
538;BDCSURCO0000000009595874;Méral;53151;2954;1077;53; ; ;Communauté de communes du Pays de Craon;53151
539;BDCSURCO0000000009595861;Meslay-du-Maine;53152;2450;2817;53; ; ;Communauté de communes du Pays de Meslay-Grez;53152
540;BDCSURCO0000000009594566;Mézangers;53153;2949;691;53; ; ;Communauté de communes des Coëvrons;53153
541;BDCSURCO0000000009593024;Montaudin;53154;2190;899;53; ; ;Communauté de communes du Bocage Mayennais;53154
542;BDCSURCO0000000009593842;Montenay;53155;3771;1362;53; ; ;Communauté de communes de l'Ernée;53155
543;BDCSURCO0000000009594577;Montflours;53156;799;250;53; ; ;Laval Agglomération;53156
544;BDCSURCO0000000009595525;Montigné-le-Brillant;53157;1780;1262;53; ; ;Laval Agglomération;53157
545;BDCSURCO0000000009595528;Montjean;53158;2013;1021;53; ; ;Communauté de communes du Pays de Loiron;53158
546;BDCSURCO0000000009594211;Montourtier;53159;1921;367;53; ; ;Communauté de communes des Coëvrons;53159
547;BDCSURCO0000000009593012;Montreuil-Poulay;53160;1620;390;53; ; ;Mayenne Communauté;53160
548;BDCSURCO0000000009594909;Montsûrs-Saint-Céneré;53161;2992;2554;53;Montsûrs-Saint-Céneré;CN;Communauté de communes des Coëvrons;53161
549;BDCSURCO0000000009593837;Moulay;53162;874;968;53; ; ;Mayenne Communauté;53162
550;BDCSURCO0000000009594567;Neau;53163;1277;738;53; ; ;Communauté de communes des Coëvrons;53163
551;BDCSURCO0000000009592576;Neuilly-le-Vendin;53164;1470;350;53; ; ;Communauté de communes du Mont des  Avaloirs;53164
552;BDCSURCO0000000009596211;Niafles;53165;799;336;53; ; ;Communauté de communes du Pays de Craon;53165
553;BDCSURCO0000000009595526;Nuillé-sur-Vicoin;53168;2412;1246;53; ; ;Laval Agglomération;53168
554;BDCSURCO0000000009594916;Olivet;53169;987;420;53; ; ;Communauté de communes du Pays de Loiron;53169
555;BDCSURCO0000000009593413;Oisseau;53170;3089;1180;53; ; ;Communauté de communes du Bocage Mayennais;53170
556;BDCSURCO0000000009595865;Origné;53172;1040;424;53; ; ;Communauté de communes du Pays de Château-Gontier;53172
557;BDCSURCO0000000009592101;La Pallu;53173;656;192;53; ; ;Communauté de communes du Mont des  Avaloirs;53173
558;BDCSURCO0000000009593414;Parigné-sur-Braye;53174;973;820;53; ; ;Mayenne Communauté;53174
559;BDCSURCO0000000009595520;Parné-sur-Roc;53175;2404;1312;53; ; ;Laval Agglomération;53175
560;BDCSURCO0000000009593015;Le Pas;53176;2206;536;53; ; ;Communauté de communes du Bocage Mayennais;53176
561;BDCSURCO0000000009593418;La Pellerine;53177;836;345;53; ; ;Communauté de communes de l'Ernée;53177
562;BDCSURCO0000000009596204;Peuton;53178;1065;227;53; ; ;Communauté de communes du Pays de Château-Gontier;53178
563;BDCSURCO0000000009593840;Placé;53179;2570;335;53; ; ;Mayenne Communauté;53179
564;BDCSURCO0000000009596533;Pommerieux;53180;2311;685;53; ; ;Communauté de communes du Pays de Craon;53180
565;BDCSURCO0000000009592601;Pontmain;53181;588;894;53; ; ;Communauté de communes du Bocage Mayennais;53181
566;BDCSURCO0000000009594918;Port-Brillet;53182;821;1847;53; ; ;Communauté de communes du Pays de Loiron;53182
567;BDCSURCO0000000009595860;Préaux;53184;984;167;53; ; ;Communauté de communes du Pays de Meslay-Grez;53184
568;BDCSURCO0000000009593002;Pré-en-Pail-Saint-Samson;53185;5802;2335;53;Pré-en-Pail-Saint-Samson;CN;Communauté de communes du Mont des  Avaloirs;53185
569;BDCSURCO0000000009595869;Quelaines-Saint-Gault;53186;4263;2126;53; ; ;Communauté de communes du Pays de Craon;53186
570;BDCSURCO0000000009592571;Ravigny;53187;651;231;53; ; ;Communauté de communes du Mont des  Avaloirs;53187
571;BDCSURCO0000000009596540;Renazé;53188;1682;2578;53; ; ;Communauté de communes du Pays de Craon;53188
572;BDCSURCO0000000009592581;Rennes-en-Grenouilles;53189;805;114;53; ; ;Mayenne Communauté;53189
573;BDCSURCO0000000009593407;Le Ribay;53190;1716;458;53; ; ;Mayenne Communauté;53190
574;BDCSURCO0000000009595876;La Roë;53191;873;243;53; ; ;Communauté de communes du Pays de Craon;53191
575;BDCSURCO0000000009596216;La Rouaudière;53192;1935;330;53; ; ;Communauté de communes du Pays de Craon;53192
576;BDCSURCO0000000009596200;Ruillé-Froid-Fonds;53193;2376;538;53; ; ;Communauté de communes du Pays de Meslay-Grez;53193
577;BDCSURCO0000000009594575;Sacé;53195;1250;494;53; ; ;Mayenne Communauté;53195
578;BDCSURCO0000000009592577;Saint-Aignan-de-Couptrain;53196;1730;378;53; ; ;Communauté de communes du Mont des  Avaloirs;53196
579;BDCSURCO0000000009596215;Saint-Aignan-sur-Roë;53197;1817;891;53; ; ;Communauté de communes du Pays de Craon;53197
580;BDCSURCO0000000009593824;Saint-Aubin-du-Désert;53198;1267;253;53; ; ;Communauté de communes du Mont des  Avaloirs;53198
581;BDCSURCO0000000009592593;Saint-Aubin-Fosse-Louvain;53199;1447;225;53; ; ;Communauté de communes du Bocage Mayennais;53199
582;BDCSURCO0000000009593836;Saint-Baudelle;53200;729;1158;53; ; ;Mayenne Communauté;53200
583;BDCSURCO0000000009595219;Saint-Berthevin;53201;3207;7355;53; ; ;Laval Agglomération;53201
584;BDCSURCO0000000009593021;Saint-Berthevin-la-Tannière;53202;1778;345;53; ; ;Communauté de communes du Bocage Mayennais;53202
585;BDCSURCO0000000009596196;Saint-Brice;53203;1327;529;53; ; ;Communauté de communes du Pays de Meslay-Grez;53203
586;BDCSURCO0000000009592574;Saint-Calais-du-Désert;53204;1728;386;53; ; ;Communauté de communes du Mont des  Avaloirs;53204
587;BDCSURCO0000000009595863;Saint-Charles-la-Forêt;53206;1063;221;53; ; ;Communauté de communes du Pays de Meslay-Grez;53206
588;BDCSURCO0000000009594906;Saint-Christophe-du-Luat;53207;1935;786;53; ; ;Communauté de communes des Coëvrons;53207
589;BDCSURCO0000000009593003;Saint-Cyr-en-Pail;53208;2048;484;53; ; ;Communauté de communes du Mont des  Avaloirs;53208
590;BDCSURCO0000000009595222;Saint-Cyr-le-Gravelais;53209;2047;530;53; ; ;Communauté de communes du Pays de Loiron;53209
591;BDCSURCO0000000009596866;Saint-Denis-d'Anjou;53210;4181;1554;53; ; ;Communauté de communes du Pays de Château-Gontier;53210
592;BDCSURCO0000000009593416;Saint-Denis-de-Gastines;53211;4902;1590;53; ; ;Communauté de communes de l'Ernée;53211
593;BDCSURCO0000000009595519;Saint-Denis-du-Maine;53212;1458;417;53; ; ;Communauté de communes du Pays de Meslay-Grez;53212
594;BDCSURCO0000000009593023;Saint-Ellier-du-Maine;53213;1791;534;53; ; ;Communauté de communes du Bocage Mayennais;53213
595;BDCSURCO0000000009596542;Saint-Erblon;53214;554;174;53; ; ;Communauté de communes du Pays de Craon;53214
596;BDCSURCO0000000009596531;Saint-Fort;53215;1081;1629;53; ; ;Communauté de communes du Pays de Château-Gontier;53215
597;BDCSURCO0000000009593412;Saint-Fraimbault-de-Prières;53216;1696;1006;53; ; ;Mayenne Communauté;53216
598;BDCSURCO0000000009594565;Sainte-Gemmes-le-Robert;53218;3571;872;53; ; ;Communauté de communes des Coëvrons;53218
599;BDCSURCO0000000009593838;Saint-Georges-Buttavent;53219;3709;1404;53; ; ;Mayenne Communauté;53219
600;BDCSURCO0000000009595213;Saint-Georges-le-Fléchard;53220;842;410;53; ; ;Communauté de communes des Coëvrons;53220
601;BDCSURCO0000000009594563;Saint-Georges-sur-Erve;53221;2052;375;53; ; ;Communauté de communes des Coëvrons;53221
602;BDCSURCO0000000009594214;Saint-Germain-d'Anxure;53222;1045;379;53; ; ;Mayenne Communauté;53222
603;BDCSURCO0000000009594202;Saint-Germain-de-Coulamer;53223;1778;390;53; ; ;Communauté de communes du Mont des  Avaloirs;53223
604;BDCSURCO0000000009594579;Saint-Germain-le-Fouilloux;53224;1565;1120;53; ; ;Laval Agglomération;53224
605;BDCSURCO0000000009594217;Saint-Germain-le-Guillaume;53225;1351;477;53; ; ;Communauté de communes de l'Ernée;53225
606;BDCSURCO0000000009594219;Saint-Hilaire-du-Maine;53226;3050;842;53; ; ;Communauté de communes de l'Ernée;53226
607;BDCSURCO0000000009595208;Blandouet-Saint-Jean;53228;3649;635;53;Blandouet-Saint-Jean;CN;Communauté de communes des Coëvrons;53228
608;BDCSURCO0000000009594576;Saint-Jean-sur-Mayenne;53229;1805;1643;53; ; ;Laval Agglomération;53229
609;BDCSURCO0000000009592578;Saint-Julien-du-Terroux;53230;1143;270;53; ; ;Mayenne Communauté;53230
610;BDCSURCO0000000009596868;Saint-Laurent-des-Mortiers;53231;1017;194;53; ; ;Communauté de communes du Pays de Château-Gontier;53231
611;BDCSURCO0000000009594907;Saint-Léger;53232;1720;308;53; ; ;Communauté de communes des Coëvrons;53232
612;BDCSURCO0000000009596197;Saint-Loup-du-Dorat;53233;825;371;53; ; ;Communauté de communes du Pays de Meslay-Grez;53233
613;BDCSURCO0000000009593013;Saint-Loup-du-Gast;53234;1004;360;53; ; ;Communauté de communes du Bocage Mayennais;53234
614;BDCSURCO0000000009592582;Sainte-Marie-du-Bois;53235;1140;217;53; ; ;Mayenne Communauté;53235
615;BDCSURCO0000000009593825;Saint-Mars-du-Désert;53236;1189;161;53; ; ;Communauté de communes du Mont des  Avaloirs;53236
616;BDCSURCO0000000009593016;Saint-Mars-sur-Colmont;53237;1670;464;53; ; ;Communauté de communes du Bocage Mayennais;53237
617;BDCSURCO0000000009592600;Saint-Mars-sur-la-Futaie;53238;2232;566;53; ; ;Communauté de communes du Bocage Mayennais;53238
618;BDCSURCO0000000009594204;Saint-Martin-de-Connée;53239;1950;413;53; ; ;Communauté de communes des Coëvrons;53239
619;BDCSURCO0000000009596539;Saint-Martin-du-Limet;53240;1232;460;53; ; ;Communauté de communes du Pays de Craon;53240
620;BDCSURCO0000000009596869;Saint-Michel-de-Feins;53241;679;182;53; ; ;Communauté de communes du Pays de Château-Gontier;53241
621;BDCSURCO0000000009596214;Saint-Michel-de-la-Roë;53242;1329;253;53; ; ;Communauté de communes du Pays de Craon;53242
622;BDCSURCO0000000009594581;Saint-Ouën-des-Toits;53243;2123;1698;53; ; ;Communauté de communes du Pays de Loiron;53243
623;BDCSURCO0000000009594571;Saint-Ouën-des-Vallons;53244;751;193;53; ; ;Communauté de communes des Coëvrons;53244
624;BDCSURCO0000000009593843;Saint-Pierre-des-Landes;53245;4223;942;53; ; ;Communauté de communes de l'Ernée;53245
625;BDCSURCO0000000009593001;Saint-Pierre-des-Nids;53246;3704;1969;53; ; ;Communauté de communes du Mont des  Avaloirs;53246
626;BDCSURCO0000000009594919;Saint-Pierre-la-Cour;53247;1606;2120;53; ; ;Communauté de communes du Pays de Loiron;53247
627;BDCSURCO0000000009595514;Saint-Pierre-sur-Erve;53248;967;141;53; ; ;Communauté de communes des Coëvrons;53248
628;BDCSURCO0000000009594203;Saint-Pierre-sur-Orthe;53249;3179;457;53; ; ;Communauté de communes des Coëvrons;53249
629;BDCSURCO0000000009595533;Saint-Poix;53250;751;402;53; ; ;Communauté de communes du Pays de Craon;53250
630;BDCSURCO0000000009596878;Saint-Quentin-les-Anges;53251;1781;414;53; ; ;Communauté de communes du Pays de Craon;53251
631;BDCSURCO0000000009596538;Saint-Saturnin-du-Limet;53253;1073;509;53; ; ;Communauté de communes du Pays de Craon;53253
632;BDCSURCO0000000009595868;Saint-Sulpice;53254;804;246;53; ; ;Communauté de communes du Pays de Château-Gontier;53254
633;BDCSURCO0000000009594905;Sainte-Suzanne-et-Chammes;53255;4389;1333;53;Sainte-Suzanne-et-Chammes;CN;Communauté de communes des Coëvrons;53255
634;BDCSURCO0000000009594205;Saint-Thomas-de-Courceriers;53256;1308;193;53; ; ;Communauté de communes des Coëvrons;53256
635;BDCSURCO0000000009595856;Saulges;53257;2193;307;53; ; ;Communauté de communes des Coëvrons;53257
636;BDCSURCO0000000009596213;La Selle-Craonnaise;53258;2937;937;53; ; ;Communauté de communes du Pays de Craon;53258
637;BDCSURCO0000000009596544;Senonnes;53259;1319;334;53; ; ;Communauté de communes du Pays de Craon;53259
638;BDCSURCO0000000009596203;Simplé;53260;918;420;53; ; ;Communauté de communes du Pays de Craon;53260
639;BDCSURCO0000000009592586;Soucé;53261;665;167;53; ; ;Communauté de communes du Bocage Mayennais;53261
640;BDCSURCO0000000009595212;Soulgé-sur-Ouette;53262;2308;1098;53; ; ;Laval Agglomération;53262
641;BDCSURCO0000000009592580;Thuboeuf;53263;1417;295;53; ; ;Mayenne Communauté;53263
642;BDCSURCO0000000009595515;Thorigné-en-Charnie;53264;1730;192;53; ; ;Communauté de communes des Coëvrons;53264
643;BDCSURCO0000000009595207;Torcé-Viviers-en-Charnie;53265;4883;765;53; ; ;Communauté de communes des Coëvrons;53265
644;BDCSURCO0000000009593828;Trans;53266;1566;226;53; ; ;Communauté de communes des Coëvrons;53266
645;BDCSURCO0000000009595211;Vaiges;53267;3612;1152;53; ; ;Communauté de communes des Coëvrons;53267
646;BDCSURCO0000000009593839;Vautorte;53269;2426;586;53; ; ;Communauté de communes de l'Ernée;53269
647;BDCSURCO0000000009592595;Vieuvy;53270;734;135;53; ; ;Communauté de communes du Bocage Mayennais;53270
648;BDCSURCO0000000009593826;Villaines-la-Juhel;53271;2875;2917;53; ; ;Communauté de communes du Mont des  Avaloirs;53271
649;BDCSURCO0000000009593005;Villepail;53272;1550;175;53; ; ;Communauté de communes du Mont des  Avaloirs;53272
650;BDCSURCO0000000009595866;Villiers-Charlemagne;53273;2760;1098;53; ; ;Communauté de communes du Pays de Meslay-Grez;53273
651;BDCSURCO0000000009594562;Vimarcé;53274;2072;242;53; ; ;Communauté de communes des Coëvrons;53274
652;BDCSURCO0000000009594902;Voutré;53276;1862;912;53; ; ;Communauté de communes des Coëvrons;53276
653;BDCSURCO0000000009595194;Aigné;72001;1276;1623;72; ; ;Communauté Urbaine Le Mans Métropole;72001
654;BDCSURCO0000000009592984;Aillières-Beauvoir;72002;1512;217;72; ; ;Communauté de communes Maine Saosnois;72002
655;BDCSURCO0000000009595839;Allonnes;72003;1815;11073;72; ; ;Communauté Urbaine Le Mans Métropole;72003
656;BDCSURCO0000000009595500;Amné;72004;1604;542;72; ; ;Communauté de communes de Loué-Brûlon-Noyen;72004
657;BDCSURCO0000000009593394;Ancinnes;72005;2735;969;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72005
658;BDCSURCO0000000009592995;Arçonnay;72006;801;1855;72; ; ;Communauté Urbaine d'Alençon;72006
659;BDCSURCO0000000009595491;Ardenay-sur-Mérize;72007;1166;484;72; ; ;Communauté de communes Le Gesnois Bilurien;72007
660;BDCSURCO0000000009595841;Arnage;72008;1087;5111;72; ; ;Communauté Urbaine Le Mans Métropole;72008
661;BDCSURCO0000000009596513;Arthezé;72009;869;404;72; ; ;Communauté de communes du Pays Fléchois;72009
662;BDCSURCO0000000009596192;Asnières-sur-Vègre;72010;1256;396;72; ; ;Communauté de communes de Sablé-sur-Sarthe;72010
663;BDCSURCO0000000009593820;Assé-le-Boisne;72011;2884;915;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72011
664;BDCSURCO0000000009594554;Assé-le-Riboul;72012;1678;522;72; ; ;Communauté de communesHaute Sarthe Alpes Mancelles;72012
